nct_number,study_title,study_url,study_status,conditions,interventions,sponsor,collaborators,sex,age,phases,enrollment,study_type,start_date,completion_date,locations
NCT04524351,"Posiphen® Dose-Finding, Biomarker Study in Early Alzheimer's and Parkinson's Patients",https://clinicaltrials.gov/study/NCT04524351,completed,alzheimer disease|parkinson disease,drug: posiphen|drug: placebo,annovis bio inc.,Parexel,all,"adult, older_adult",PHASE1|PHASE2,75,interventional,2020-08-14,2022-01-31,"new england institute for clinical research, stamford, connecticut, 06905, united states|deland clinical research unit, deland, florida, 32720, united states|md clinical, hallandale beach, florida, 33009, united states|homestead associates in research, miami, florida, 33032, united states|ezy medical research co., miami, florida, 33175, united states|conquest research llc, winter park, florida, 32789, united states|iresearch atlanta, llc, decatur, georgia, 30030, united states|hawaii pacific neuroscience, honolulu, hawaii, 96817, united states|quest research institute, farmington hills, michigan, 48334, united states|north suffolk neurology, pc, port jefferson station, new york, 11776, united states|penn medicine, department of neurology, u of pa, philadelphia, pennsylvania, 19107, united states|university of texas health science center, san antonio, texas, 78229, united states|aspen clinical research llc, orem, utah, 84058, united states"
NCT01862640,"A Phase 3, 12-week, Multicenter, Randomized, Double-blind, Placebo-controlled Trial to Evaluate the Efficacy, Safety, and Tolerability of 2 Fixed Doses of Brexpiprazole in the Treatment of Alzheimer's Agitation",https://clinicaltrials.gov/study/NCT01862640,completed,agitation associated with|alzheimer's disease|alzheimer's type|mental disorder|nervous system diseases,"drug: brexpiprazole, opc-34712|drug: placebo oral tablet","otsuka pharmaceutical development & commercialization, inc.",H. Lundbeck A/S,all,"adult, older_adult",PHASE3,433,interventional,2013-07-11,2017-03-15,"tuscaloosa, alabama, 35404, united states|phoenix, arizona, 85013, united states|bellflower, california, 90706, united states|costa mesa, california, 92627, united states|downey, california, 90706, united states|orange, california, 92868, united states|redlands, california, 92373, united states|yorba linda, california, 92886, united states|norwalk, connecticut, 06851, united states|coconut creek, florida, 33024, united states|hialeah, florida, 33012, united states|hialeah, florida, 33013, united states|hialeah, florida, 33018, united states|lauderhill, florida, 33319, united states|miami springs, florida, 33166, united states|miami, florida, 33122, united states|miami, florida, 33126, united states|miami, florida, 33136, united states|miami, florida, 33137, united states|miami, florida, 33145, united states|miami, florida, 33161, united states|miami, florida, 33174, united states|sarasota, florida, 34239, united states|decatur, georgia, 30033, united states|suwanee, georgia, 30024, united states|weymouth, massachusetts, 02190, united states|saint louis, missouri, 63128, united states|saint louis, missouri, 63141, united states|las vegas, nevada, 89148, united states|manchester, new jersey, 08759, united states|mount arlington, new jersey, 07856, united states|toms river, new jersey, 08755, united states|hickory, north carolina, 28601, united states|oklahoma city, oklahoma, 73118, united states|franklin, tennessee, 37064, united states|bedford, texas, 76022, united states|waukesha, wisconsin, 53188, united states|rijeka, 57000, croatia|zadar, 23000, croatia|zagreb, 10000, croatia|zagreb, 10090, croatia|mittweida, saxony, 09648, germany|achim, 28832, germany|berlin, 12209, germany|bielefeld, 33647, germany|bochum, 44791, germany|hamburg, 22083, germany|koln, 50935, germany|ostfildern, 73760, germany|westerstede, 26655, germany|ekaterinburg, 620030, russian federation|samara, 443016, russian federation|saratov, 410060, russian federation|st. petersburg, 190000, russian federation|st. petersburg, 190005, russian federation|st. petersburg, 191119, russian federation|st. petersburg, 192019, russian federation|st. petersburg, 197341, russian federation|st. petersburg, 198510, russian federation|tonnel'nyy, 357034, russian federation|belgrade, 11000, serbia|kovin, 26220, serbia|kragujevac, 34000, serbia|nis, 18000, serbia|novi knezevac, 23330, serbia|novi sad, 21000, serbia|vrsac, 26300, serbia|barcelona, 08028, spain|getafe, 28905, spain|girona, 17190, spain|madrid, 28034, spain|madrid, 28040, spain|madrid, 28049, spain|pamplona, 31014, spain|salamanca, 37003, spain|valencia, 46010, spain|valencia, 46026, spain|zamora, 49021, spain|kharkiv, 61068, ukraine|kherson, 73488, ukraine|kiev, 04080, ukraine|lviv, 79021, ukraine|odessa, 65006, ukraine|odessa, 67513, ukraine|poltava, 36013, ukraine"
NCT03683394,Systematic Multi-domain Alzheimer's Risk Reduction Trial,https://clinicaltrials.gov/study/NCT03683394,completed,dementia|alzheimer disease,behavioral: smarrt intervention|behavioral: health education intervention,kaiser permanente,"University of California, San Francisco",all,older_adult,,172,interventional,2018-08-30,2022-08-10,"kaiser permanente washington health research institute, seattle, washington, 98101, united states"
NCT04621448,Moving Together: An Online Group Movement Program for People Living With Memory Loss and Caregivers,https://clinicaltrials.gov/study/NCT04621448,completed,alzheimer disease|dementia,behavioral: moving together,"university of california, san francisco",National Institute on Aging (NIA),all,"adult, older_adult",,224,interventional,2020-11-18,2023-05-12,"university of california, san francisco, san francisco, california, 94143, united states"
NCT03765762,A Study to Assess the Safety of GRF6019 Infusions in Subjects With Severe Alzheimer's Disease,https://clinicaltrials.gov/study/NCT03765762,completed,severe alzheimer disease,drug: grf6019|other: placebo,"alkahest, inc.",,all,"adult, older_adult",PHASE2,26,interventional,2019-01-15,2019-12-17,"cognitive clinical trials, gilbert, arizona, 85297, united states|cognitive clinical trials, mesa, arizona, 85209, united states|cognitive clinical trials, phoenix, arizona, 85037, united states|pacific research network, san diego, california, 92103, united states|riverside clinical research, edgewater, florida, 32132, united states|bio behavioral health, toms river, new jersey, 08755, united states"
NCT04819126,Nintendo Wii Virtual Reality Application In Dementia,https://clinicaltrials.gov/study/NCT04819126,completed,age-related memory disorders,other: nintendo wii virtual reality application,kırıkkale university,,all,older_adult,,32,interventional,2018-01-15,2019-01-15,"karaman ahmet mete nursing home, konya, turkey"
NCT04080544,Cognitive Decline and Alzheimer's Disease in the Dallas Lifespan Brain Study,https://clinicaltrials.gov/study/NCT04080544,completed,alzheimer disease|cognitive decline,drug: [18f]av-1451|procedure: positron emission tomography,"neil m rofsky, md, mha",,all,"adult, older_adult",PHASE2,125,interventional,2019-01-15,2022-06-30,"ut southwestern medical center, dallas, texas, 75390, united states"
NCT03360019,Accurate WiFi-Based Localization of Dementia Patients For Caregiver Support:,https://clinicaltrials.gov/study/NCT03360019,completed,"dementia, vascular|alzheimer dementia|lewy body dementia with behavioral disturbance",device: activlink insole|other: activlink phone application,university of florida,"National Institute on Aging (NIA)|Aster Labs, Inc",all,"adult, older_adult",,13,interventional,2021-01-27,2022-05-31,"oak hammock senior living center, gainesville, florida, 32608, united states|unversity of florida, gainesville, florida, 32611, united states"
NCT05350410,"""Healthy Actions and Lifestyles to Avoid Dementia or Hispanos y el ALTo a la Demencia Program""",https://clinicaltrials.gov/study/NCT05350410,completed,dementia|alzheimer's disease|dementia prevention,behavioral: halt-ad,alzheimer's disease cooperative study (adcs),,all,"adult, older_adult",,20,interventional,2022-04-05,2022-08-24,"alzheimer's disease cooperative study (adcs), la jolla, california, 92037, united states"
NCT04117178,Monitoring Anti-Dementia Drugs by Serum Levels,https://clinicaltrials.gov/study/NCT04117178,completed,dementia|dementia with lewy bodies|dementia in parkinsons disease|dementia alzheimers|alzheimer disease,drug: donepezil|drug: memantine|diagnostic_test: measurement of serum level of anti-dementia drug,zealand university hospital,Filadelfia Epilepsy Hospital,all,"adult, older_adult",PHASE4,132,interventional,2020-02-04,2023-02-16,"regionalt videnscenter for demens, roskilde, region sjælland, 4000, denmark"
NCT03095417,Improving the Recovery and Outcome Every Day After the ICU,https://clinicaltrials.gov/study/NCT03095417,completed,delirium|alzheimer disease,behavioral: physical exercise intervention|behavioral: cognitive training intervention|behavioral: stretching control|behavioral: cognitive control,indiana university,National Institute on Aging (NIA),all,"adult, older_adult",,249,interventional,2017-09-25,2022-12-15,"indiana university health west hospital, avon, indiana, 46123, united states|indiana university health north hospital, carmel, indiana, 46032, united states|indiana university health saxony hospital, fishers, indiana, 46037, united states|eskenazi health, indianapolis, indiana, 46202, united states|indiana university health methodist hospital, indianapolis, indiana, 46202, united states|indiana university health university hospital, indianapolis, indiana, 46202, united states"
NCT02008357,Clinical Trial of Solanezumab for Older Individuals Who May be at Risk for Memory Loss,https://clinicaltrials.gov/study/NCT02008357,completed,cognition disorders,drug: placebo|drug: solanezumab,eli lilly and company,Alzheimer's Therapeutic Research Institute,all,older_adult,PHASE3,1169,interventional,2014-02-28,2023-06-08,"university of alabama at birmingham, birmingham, alabama, 35294, united states|banner health research institute, phoenix, arizona, 85006, united states|barrow neurological institute, phoenix, arizona, 85013, united states|banner sun health research institute, sun city, arizona, 85351, united states|institute for memory impairment & neurological disorders, irvine, california, 92697, united states|university of california - san diego, la jolla, california, 92037, united states|university of southern california school of medicine, los angeles, california, 90033, united states|university of california - los angeles, los angeles, california, 90095, united states|univ of california irvine college of medicine, orange, california, 92868, united states|veterans affairs medical center palo alto, palo alto, california, 94304, united states|sutter medical group, sacramento, california, 95816, united states|univ of california san francisco, san francisco, california, 94158, united states|syrentis clinical research, santa ana, california, 92705, united states|university of california, davis - health systems, walnut creek, california, 94598, united states|yale university school of medicine, new haven, connecticut, 06510, united states|georgetown university hospital, washington, district of columbia, 20057, united states|howard university hospital, washington, district of columbia, 20060, united states|brain matters research, delray beach, florida, 33445, united states|mayo clinic-jacksonville, jacksonville, florida, 32224, united states|wien center for clinical research, miami beach, florida, 33140, united states|compass research - orlando, orlando, florida, 32806, united states|university of south florida, tampa, florida, 33613, united states|compass research -the villages, the villages, florida, 32162, united states|premiere research institute at palm beach neurology, west palm beach, florida, 33407, united states|emory university, atlanta, georgia, 30322, united states|northwestern university, chicago, illinois, 60611, united states|rush alzheimer's disease center, chicago, illinois, 60612, united states|great lakes clinical trials, chicago, illinois, 60640, united states|indiana university school of medicine, indianapolis, indiana, 46202, united states|university of iowa, iowa city, iowa, 52242, united states|university of kansas hospital, fairway, kansas, 66205, united states|university of kentucky, lexington, kentucky, 40504, united states|pennington biomedical research center, baton rouge, louisiana, 70808-4124, united states|johns hopkins university school of medicine, baltimore, maryland, 21093, united states|brigham and womens hospital, boston, massachusetts, 02115, united states|boston university medical center, boston, massachusetts, 02118, united states|university of michigan, ann arbor, michigan, 48105, united states|mayo clinic, rochester, minnesota, 55905, united states|washington university school of medicine, saint louis, missouri, 63110, united states|univ of nebraska med center, omaha, nebraska, 68198, united states|cleveland clinic of las vegas, las vegas, nevada, 89106, united states|dent neurological institute, amherst, new york, 14226, united states|new york university medical center, new york, new york, 10016, united states|weill cornell medical college, new york, new york, 10021, united states|mount sinai school of medicine, new york, new york, 10029, united states|columbia university medical center, new york, new york, 10032, united states|university of rochester, rochester, new york, 14620, united states|wake forest university school of medicine, winston-salem, north carolina, 27157, united states|case western reserve university, beachwood, ohio, 44122, united states|tulsa clinical research llc, tulsa, oklahoma, 74104, united states|oregon health and science university, portland, oregon, 97239, united states|drexel university college of medicine at eppi, philadelphia, pennsylvania, 19102, united states|university of pennsylvania hospital, philadelphia, pennsylvania, 19104, united states|university of pittsburgh medical center, pittsburgh, pennsylvania, 15213, united states|butler hospital, providence, rhode island, 02906, united states|rhode island hospital, providence, rhode island, 02906, united states|roper hospital, charleston, south carolina, 29401, united states|university of texas southwestern medical center at dallas, dallas, texas, 75235, united states|baylor college of medicine, houston, texas, 77030, united states|houston methodist, houston, texas, 77030, united states|university of washington school of medicine, seattle, washington, 98108, united states|university of wisconsin-madison hospital and health clinic, madison, wisconsin, 53705, united states|for additional information regarding investigative sites for this trial, contact 1-877-ctlilly (1-877-285-4559, 1-317-615-4559) mon - fri from 9 am to 5 pm eastern time (utc/gmt - 5 hours, est), or speak with your personal physician., parkville, victoria, 3010, australia|for additional information regarding investigative sites for this trial, contact 1-888-545-5972 mon - fri, 9 am to 4 pm or 1-877-ctlilly (1-877-285-4559, 1-317-615-4559) mon - fri, 9 am to 5 pm eastern time or speak with your personal physician., london, n6c 0a7, canada|for additional information regarding investigative sites for this trial, contact 1-888-545-5972 mon - fri, 9 am to 4 pm or 1-877-ctlilly (1-877-285-4559, 1-317-615-4559) mon - fri, 9 am to 5 pm eastern time or speak with your personal physician., toronto, m3b2s7, canada|sunnybrook health sciences centre, toronto, m4n 3m5, canada|for additional information regarding investigative sites for this trial, contact 1-888-545-5972 mon - fri, 9 am to 4 pm or 1-877-ctlilly (1-877-285-4559, 1-317-615-4559) mon - fri, 9 am to 5 pm eastern time or speak with your personal physician., vancouver, v6t 2b5, canada|for additional information regarding investigative sites for this trial, contact 1-877-ctlilly (1-877-285-4559, 1-317-615-4559) mon - fri from 9 am to 5 pm eastern time (utc/gmt - 5 hours, est), or speak with your personal physician., bunkyo-ku, 113-8655, japan"
