NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Study Type,Start Date,Completion Date,Locations
NCT03226522,Addressing Dementia Via Agitation-Centered Evaluation,https://clinicaltrials.gov/study/NCT03226522,COMPLETED,"Agitation in Patients With Dementia of the Alzheimer's Type|Alzheimer Disease|Agitation,Psychomotor",DRUG: AXS-05|DRUG: Bupropion|DRUG: Placebo,"Axsome Therapeutics, Inc.",,ALL,OLDER_ADULT,PHASE2|PHASE3,366,INTERVENTIONAL,2017-07-13,2020-04-17,"Axsome Study Site, Gilbert, Arizona, 85297, United States|Axsome Study Site, Phoenix, Arizona, 85004, United States|Axsome study site, Scottsdale, Arizona, 85251, United States|Axsome study site, Scottsdale, Arizona, 85258, United States|Axsome Study Site, Tucson, Arizona, 85704, United States|Axsome Study Site, Little Rock, Arkansas, 72209, United States|Axsome study site, Canoga Park, California, 91303, United States|Axsome study site, Costa Mesa, California, 92626, United States|Axsome study site, Fresno, California, 93710, United States|Axsome study site, Long Beach, California, 90806, United States|Axsome study site, Long Beach, California, 90807, United States|Axsome Study Site, Los Alamitos, California, 90720, United States|Axsome study site, Riverside, California, 92503, United States|Axsome study site, Sacramento, California, 95821, United States|Axsome study site, Santa Ana, California, 92705, United States|Axsome Study Site, Santa Clarita, California, 91321, United States|Axsome study site, Sherman Oaks, California, 91403, United States|Axsome study site, Simi Valley, California, 93065, United States|Axsome study site, Temecula, California, 92591, United States|Axsome study site, Ventura, California, 93003, United States|Axsome Study Site, Colorado Springs, Colorado, 80910, United States|Axsome study site, Cromwell, Connecticut, 06416, United States|Axsome study site, New London, Connecticut, 06320, United States|Axsome Study Site, Apopka, Florida, 32703, United States|Axsome study site, Boca Raton, Florida, 33487, United States|Axsome study site, Boynton Beach, Florida, 33437, United States|Axsome Study Site, Coconut Creek, Florida, 33066, United States|Axsome Study Site, Greenacres City, Florida, 33467, United States|Axsome study site, Hallandale Beach, Florida, 33009, United States|Axsome study site, Hialeah, Florida, 33012, United States|Axsome Study Site, Lake City, Florida, 32055, United States|Axsome study site, Miami, Florida, 33122, United States|Axsome study site, Miami, Florida, 33165, United States|Axsome Study Site, Orlando, Florida, 32807, United States|Axsome study site, Pensacola, Florida, 32502, United States|Axsome Study Site, Port Orange, Florida, 32127, United States|Axsome study site, Spring Hill, Florida, 34609, United States|Axsome study site, Tampa, Florida, 33609, United States|Axsome study site, Tampa, Florida, 33613, United States|Axsome study site, Atlanta, Georgia, 30331, United States|Axsome study site, Decatur, Georgia, 30030, United States|Axsome Study Site, Honolulu, Hawaii, 96817, United States|Axsome study site, Boise, Idaho, 83704, United States|Axsome Study Site, Flossmoor, Illinois, 60422, United States|Axsome study site, Avon, Indiana, 46123, United States|Axsome Study Site, Overland Park, Kansas, 66212, United States|Axsome Study Site, Topeka, Kansas, 66606, United States|Axsome study site, Baton Rouge, Louisiana, 70808, United States|Axsome Study Site, Lake Charles, Louisiana, 70629, United States|Axsome Study Site, Hattiesburg, Mississippi, 39401, United States|Axsome study site, Chesterfield, Missouri, 63005, United States|Axsome Study Site, Saint Louis, Missouri, 63128, United States|Axsome study site, Las Vegas, Nevada, 89102, United States|Axsome Study Site, Las Vegas, Nevada, 89109, United States|Axsome Study Site, Princeton, New Jersey, 08540, United States|Axsome study site, Toms River, New Jersey, 08755, United States|Axsome Study Site, Albany, New York, 12208, United States|Axsome study site, Brooklyn, New York, 11229, United States|Axsome study site, New York, New York, 10036, United States|Axsome study site, New York, New York, 10128, United States|Axsome study site, Staten Island, New York, 10312, United States|Axsome Study Site, Charlotte, North Carolina, 28211, United States|Axsome study site, Charlotte, North Carolina, 28270, United States|Axsome Study Site, Winston-Salem, North Carolina, 27103, United States|Axsome study site, Cincinnati, Ohio, 45069, United States|Axsome Study Site, Dayton, Ohio, 45459, United States|Axsome study site, Shaker Heights, Ohio, 44122, United States|Axsome Study Site, Oklahoma City, Oklahoma, 73112, United States|Axsome study site, DeSoto, Texas, 75115, United States|Axsome Study Site, McKinney, Texas, 75071, United States|Axsome study site, Wichita Falls, Texas, 76309, United States|Axsome study site, Orem, Utah, 84058, United States|Axsome Study Site, Charlottesville, Virginia, 22903, United States|Axsome Study Site, Richmond, Virginia, 23235, United States|Axsome study site, Bellevue, Washington, 98007, United States|Axsome Study Site, Everett, Washington, 98201, United States|Axsome study site, Spokane, Washington, 99202, United States|Axsome study site, Caulfield, Melbourne, Victoria, 3162, Australia"
NCT01554683,Seizure Activity in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01554683,COMPLETED,Alzheimer's Disease|Seizures,DRUG: Low/High/Placebo Dose Keppra (Levetiracetam),Beth Israel Deaconess Medical Center,,ALL,"ADULT, OLDER_ADULT",NA,12,INTERVENTIONAL,2012-02,2017-07-01,"Beth Israel Deaconess Medical Center, Boston, Massachusetts, 02215, United States"
NCT05161715,"Proof-of-concept, Open-label Study in Patients With Early Alzheimer's Disease",https://clinicaltrials.gov/study/NCT05161715,COMPLETED,Early Alzheimer's Disease,DRUG: Obicetrapib,NewAmsterdam Pharma,,ALL,"ADULT, OLDER_ADULT",PHASE2,13,INTERVENTIONAL,2022-01-12,2023-06-01,"Brain Research Center Amsterdam, Amsterdam, Netherlands"
NCT03186989,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of IONIS-MAPTRx in Patients With Mild Alzheimer's Disease",https://clinicaltrials.gov/study/NCT03186989,COMPLETED,Mild Alzheimer's Disease,DRUG: IONIS MAPTRx|OTHER: Placebo,"Ionis Pharmaceuticals, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE1,46,INTERVENTIONAL,2017-10-12,2022-05-12,"Montreal Neurological Hospital, Montréal, Canada|Clinical Research Services Turku CRST, Turku, Finland|St Josef Hospital, Bochum, Germany|Deutsches Zentrum für Neurodegenerative Erkrankungen (DZNE), Bonn, 53127, Germany|MVZ Mittweida Gbr, Mittweida, Germany|Universittsklinikum Ulm, Ulm, Germany|VU University Medical Center, Amsterdam, 1081 HV, Netherlands|QPS Netherlands BV, Groningen, 9713 AG, Netherlands|Minnesmottagningen, Mölndal, Sweden|Karolinska University Hospital Huddinge, Stockholm, Sweden|Royal Liverpool University Hospital, Liverpool, United Kingdom|University College London Hospitals NHS Foundation Trust, London, United Kingdom|Sheffield Institute for Translational Neuroscience (SITraN), Sheffield, United Kingdom"
NCT04004767,TRC-PAD Program: In-Clinic Trial-Ready Cohort,https://clinicaltrials.gov/study/NCT04004767,COMPLETED,Preclinical Alzheimer's Disease|Prodromal Alzheimer's Disease|Alzheimer Disease|Dementia,,University of Southern California,National Institute on Aging (NIA)|Alzheimer's Therapeutic Research Institute|Alzheimer's Clinical Trials Consortium|Brigham and Women's Hospital|Cleveland Clinic Lou Ruvo Center for Brain Health,ALL,"ADULT, OLDER_ADULT",,220,OBSERVATIONAL,2019-06-04,2024-04-01,"University of Alabama, Birmingham, Alabama, 35294, United States|Banner Alzheimer's Institute, Phoenix, Arizona, 85006, United States|Banner Sun Health Research Institute, Sun City, Arizona, 85351, United States|University of California, Irvine, Irvine, California, 92697, United States|University of Southern California, Los Angeles, California, 90033, United States|Yale University, New Haven, Connecticut, 06510, United States|Georgetown University, Washington, District of Columbia, 20057, United States|Brain Matters Research, Delray Beach, Florida, 33445, United States|Mayo Clinic Jacksonville, Jacksonville, Florida, 32224, United States|Wien Center for Alzheimer's Disease, Miami Beach, Florida, 33140, United States|Gonzalez MD & Aswad MD Health Services, Miami, Florida, 33125, United States|Renstar Medical Research, Ocala, Florida, 34470, United States|Synexus Clinical Research Orlando, Orlando, Florida, 32806, United States|University of South Florida - Health Byrd Alzheimer Institute, Tampa, Florida, 33613, United States|Synexus Clinical Research, The Villages, The Villages, Florida, 32162-7116, United States|Charter Research, LLC, Winter Park, Florida, 32792, United States|Northwestern University, Chicago, Illinois, 60611, United States|Rush University, Chicago, Illinois, 60612, United States|Indiana University, Indianapolis, Indiana, 46202, United States|University of Kansas, Fairway, Kansas, 66205, United States|University of Kentucky, Lexington, Kentucky, 40504, United States|Johns Hopkins University, Baltimore, Maryland, 21224, United States|Brigham & Women's Hospital, Boston, Massachusetts, 02115, United States|Headlands Eastern MA LLC, Plymouth, Massachusetts, 02360, United States|University of Michigan, Ann Arbor, Michigan, 48105, United States|Mayo Clinic Rochester, Rochester, Minnesota, 55902, United States|Washington University, St. Louis, Saint Louis, Missouri, 63130, United States|Cleveland Clinic Lou Ruvo Center for Brain Health, Las Vegas, Nevada, 89106, United States|University of Rochester Medical Center, Rochester, New York, 14620, United States|Wake Forest University Health Sciences, Winston-Salem, North Carolina, 27157, United States|Case Western Reserve University, Beachwood, Ohio, 44195, United States|Cleveland Clinic Lou Ruvo Center for Brain Health, Cleveland, Cleveland, Ohio, 44195, United States|Ohio State University, Columbus, Ohio, 43210, United States|Oregon Health & Science University, Portland, Oregon, 97239, United States|Abington Neurological Associates, Abington, Pennsylvania, 19001, United States|University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States|Rhode Island Hospital, Providence, Rhode Island, 02903, United States|Butler Hospital Memory and Aging Program, Providence, Rhode Island, 02906, United States|Ralph H. Johnson VA Medical Center, Charleston, South Carolina, 29401, United States|Roper St. Francis Hospital, Charleston, South Carolina, 29401, United States|University of Texas Southwestern Medical Center, Dallas, Texas, 75390, United States|University of North Texas Health Sciences Center, Fort Worth, Texas, 76107, United States|National Clinical Research, Inc., Richmond, Virginia, 23294, United States|University of Washington / Seattle Institute for Biomedical and Clinical Research, Seattle, Washington, 98108, United States|University of Wisconsin-Madison, Madison, Wisconsin, 53792, United States"
NCT00980785,Studying the Effects of Antihypertensives on Individuals at Risk for Alzheimer's,https://clinicaltrials.gov/study/NCT00980785,COMPLETED,Alzheimer's Disease|Hypertension,DRUG: Ramipril|DRUG: Placebo,"University of Wisconsin, Madison",,ALL,"ADULT, OLDER_ADULT",PHASE4,14,INTERVENTIONAL,2009-04-09,2011-07-26,"Wisconisn Alzheimer's Disease Research Center, Madison, Wisconsin, 53705, United States"
NCT02849639,The INCREASE Study - Delaying the Onset of Alzheimer's Symptomatic Expression,https://clinicaltrials.gov/study/NCT02849639,COMPLETED,Alzheimer's Disease|Dementia,OTHER: Placebo|OTHER: Medication Therapy Management (MTM)|DRUG: Scopolamine patch,Daniela Moga,National Institute on Aging (NIA),ALL,OLDER_ADULT,EARLY_PHASE1,90,INTERVENTIONAL,2017-04-04,2021-04-21,"University of Kentucky, Lexington, Kentucky, 40536, United States"
NCT02350127,Preventing Loss of Independence Through Exercise (PLIE) in Persons With Dementia,https://clinicaltrials.gov/study/NCT02350127,COMPLETED,Dementia|Alzheimer's Disease,BEHAVIORAL: Preventing Loss of Independence through Exercise (PLIE)|BEHAVIORAL: Usual Care,VA Office of Research and Development,"LifeLong Marin Adult Day Health Center|Institute on Aging, San Francisco, CA|Catholic Charities|Alzheimer's Services of the East Bay|Bayview Hunters Point Adult Day Health Center|Primrose Alzheimer's Living, Inc",ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2|PHASE3,88,INTERVENTIONAL,2015-05-04,2018-12-31,"San Francisco VA Medical Center, San Francisco, CA, San Francisco, California, 94121, United States"
NCT02346201,Apathy in Dementia Methylphenidate Trial 2,https://clinicaltrials.gov/study/NCT02346201,COMPLETED,Apathy|Alzheimer's Disease,DRUG: Methylphenidate|DRUG: Placebo,Johns Hopkins Bloomberg School of Public Health,National Institute on Aging (NIA),ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,200,INTERVENTIONAL,2016-01,2020-07-15,"Banner Alzheimer's Institute, Phoenix, Arizona, 85006, United States|University of Arkansas, Little Rock, Arkansas, 72114, United States|Yale Alzheimer's Disease Research Unit, New Haven, Connecticut, 06510, United States|Emory, Atlanta, Georgia, 30322, United States|Johns Hopkins University, Baltimore, Maryland, 21224, United States|University of Rochester, Rochester, New York, 14620, United States|Wake Forest, Winston-Salem, North Carolina, 27106, United States|University Hospitals- Case Medical Center, Cleveland, Ohio, 44106, United States|Roper-St. Francis Healthcare, Charleston, South Carolina, 29401, United States|Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada"
NCT02129348,Treatment of Psychosis and Agitation in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT02129348,COMPLETED,Alzheimer's Disease|Psychosis|Agitation,DRUG: Lithium|DRUG: Placebo,New York State Psychiatric Institute,National Institute on Aging (NIA),ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,77,INTERVENTIONAL,2014-06,2020-01,"University of Miami Miller School of Medicine, Miami, Florida, 33136, United States|McLean Hospital, Belmont, Massachusetts, 02478, United States|New York State Psychiatric Institute, New York, New York, 10032, United States|University of Texas Southwestern Medical Center, Dallas, Texas, 75235, United States"
NCT03710642,Prazosin for Agitation in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT03710642,COMPLETED,Alzheimer's Disease|Disruptive Behavior,DRUG: Prazosin|DRUG: Placebo oral capsule,Alzheimer's Disease Cooperative Study (ADCS),National Institute on Aging (NIA)|VA Puget Sound Health Care System|Alzheimer's Association,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,35,INTERVENTIONAL,2018-10-23,2022-01-05,"Banner Sun Health Research Institute, Sun City, Arizona, 85351, United States|University of Southern California, Los Angeles, California, 90033, United States|University of California, San Diego (UCSD), San Diego, California, 92093, United States|Alta California Medical Group, Simi Valley, California, 93065, United States|Stanford University, Stanford, California, 94305, United States|University of Kentucky, Lexington, Kentucky, 40506, United States|Northern Light/Acadia Hospital Eastern Maine Medical Center, Bangor, Maine, 04401, United States|VAMC: James J Peters, Bronx, New York, 10468, United States|SUNY Upstate Medical University, Syracuse, New York, 13210, United States|Oregon Health and Science University, Portland, Oregon, 97239, United States|Roper St. Francis Hospital, Charleston, South Carolina, 29401, United States|University of Texas, Health Science Center San Antonio, San Antonio, Texas, 78229, United States|University of Washington, Seattle, Washington, 98104-2499, United States|University of Washington, Seattle, Washington, 98108, United States"
NCT05292222,Transmagnetic Stimulation Pilot in Early Stage Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05292222,COMPLETED,Alzheimer Disease,DEVICE: Intermittent theta burst stimulation,HealthPartners Institute,,ALL,"ADULT, OLDER_ADULT",NA,15,INTERVENTIONAL,2022-06-17,2023-11-07,"HealthPartners Neuroscience Center, Saint Paul, Minnesota, 55130, United States"
NCT05562583,SAGE-LEAF: Reducing Burden in Alzheimer's Disease Caregivers Through Positive Emotion Regulation and Virtual Support,https://clinicaltrials.gov/study/NCT05562583,COMPLETED,Alzheimer Disease,BEHAVIORAL: SAGE LEAF,BrightOutcome,Northwestern University,ALL,"ADULT, OLDER_ADULT",NA,15,INTERVENTIONAL,2019-09-30,2022-04-30,"Northwestern University, Chicago, Illinois, 60611, United States"
NCT05307692,A Study of Seltorexant in Participants With Probable Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05307692,COMPLETED,Alzheimer Disease,DRUG: Seltorexant|DRUG: Placebo,"Janssen Research & Development, LLC",,ALL,"ADULT, OLDER_ADULT",PHASE2,88,INTERVENTIONAL,2022-05-19,2023-11-10,"Medical Advancement Center of Arizona, Tempe, Arizona, 85283, United States|Sunwise Clinical Research, Lafayette, California, 94549, United States|Luminous Clinical Research, Homestead, Florida, 33030, United States|South Florida Research Center Inc., Miami Springs, Florida, 33166, United States|Global Medical Institutes, Miami, Florida, 33125, United States|Office of Emilio Mantero-Atienza, MD, Miami, Florida, 33135, United States|Allied Biomedical Research Institute (ABRI), Inc, Miami, Florida, 33155-4630, United States|Quantix Research, Miami, Florida, 33155, United States|Entrust Clinical Research, Miami, Florida, 33156, United States|Florida International Research Center (FIRC), Miami, Florida, 33173, United States|P&S Research, LLC, Miami, Florida, 33175, United States|IMIC Inc, Miami, Florida, 33176, United States|Biovision Medical, Miami, Florida, 33184, United States|Intercoastal Medical Group, Sarasota, Florida, 34239, United States|Accel Clinical Research, Seminole, Florida, 33777, United States|Sonar Clinical Research, Atlanta, Georgia, 30315, United States|NeuroTrials Research Inc, Atlanta, Georgia, 30328, United States|Atlanta Center for Medical Research, Atlanta, Georgia, 30331, United States|Ochsner Medical Center, New Orleans, Louisiana, 70121, United States|Boston Clinical Trials, Boston, Massachusetts, 02131, United States|Richmond Behavioral Associates, Staten Island, New York, 10312, United States|Vanderbilt University Medical Center, Nashville, Tennessee, 37232, United States|Gill Neuroscience, Cypress, Texas, 77429, United States|Wasatch Clinical Research, Salt Lake City, Utah, 84107, United States|Memory Clinic Inc, Bennington, Vermont, 05201, United States"
